,table_a,column_a,table_b,column_b,similarity,type,correct
2457,roger_ebert_1,directors,tmdb_3,title,0.2462396770715713,textual,False
2458,rotten_tomatoes_1,Release Date,walmart_1,name,0.2461981177330017,textual,False
2459,metacritic_4,_id,tmdb_1,ID,0.2460746616125106,numerical,True
2460,rotten_tomatoes_3,review2,tmdb_4,year,0.2460118681192398,textual,False
2461,imdb_2,writers,tmdb_2,director,0.2459184825420379,textual,False
2462,rotten_tomatoes_2,Duration,rotten_tomatoes_4,runtime,0.2458791881799698,textual,True
2463,tmdb_3,directors,walmart_1,duration,0.2458455115556717,textual,False
2464,tmdb_3,actors,walmart_1,directors,0.2457154989242553,textual,False
2465,imdb_3,ContentRating,roger_ebert_1,genre,0.2457017302513122,textual,False
2466,metacritic_4,duration,rotten_tomatoes_3,time,0.2456986606121063,textual,True
2467,rotten_tomatoes_3,star2,tmdb_2,name,0.2456147670745849,textual,False
2468,rotten_tomatoes_1,Description,tmdb_2,stars,0.2455688267946243,textual,False
2469,metacritic_1,Genre,metacritic_4,duration,0.2455363273620605,textual,False
2470,imdb_1,Name,imdb_4,movie_name,0.2455192059278488,textual,True
2471,roger_ebert_1,movie_name,rotten_tomatoes_1,Director,0.2455024421215057,textual,False
2472,imdb_3,ID,rotten_tomatoes_2,Rating,0.2454948425292968,mixed,False
2473,imdb_1,ContentRating,rotten_tomatoes_3,review1,0.2454727292060852,textual,False
2474,rotten_tomatoes_1,Creator,rotten_tomatoes_3,director,0.2452877759933471,textual,False
2475,metacritic_1,User Rating,metacritic_2,_id,0.245257630944252,numerical,False
2476,rotten_tomatoes_1,Filming Locations,tmdb_2,director,0.2452186942100525,textual,False
2477,metacritic_4,name,roger_ebert_1,directors,0.2452089041471481,textual,False
2478,imdb_3,Director,walmart_1,stars,0.2451564371585846,textual,False
2479,tmdb_2,subtext,walmart_1,directors,0.2450605034828186,textual,False
2480,imdb_2,actors,rotten_tomatoes_1,Actors,0.2450522482395172,textual,True
2481,metacritic_4,score,tmdb_1,year,0.2450411766767501,numerical,False
2482,metacritic_1,Year,metacritic_3,rating,0.245022714138031,textual,False
2483,imdb_3,Creators,roger_ebert_1,directors,0.244979053735733,textual,False
2484,imdb_3,ContentRating,metacritic_4,score,0.2449783384799957,textual,False
2485,imdb_1,Name,tmdb_3,title,0.2449782043695449,textual,True
2486,rotten_tomatoes_1,Release Date,tmdb_2,name,0.244957685470581,textual,False
2487,imdb_1,Director,imdb_3,Rating,0.2448725253343582,textual,False
2488,rotten_tomatoes_2,Title,tmdb_1,title,0.2446441948413849,textual,True
2489,metacritic_3,countries,rotten_tomatoes_3,rotten_tomatoes,0.244620606303215,textual,False
2490,rotten_tomatoes_2,Summary,tmdb_2,subtext,0.2445620745420456,textual,False
2491,rotten_tomatoes_4,movie_ind,tmdb_1,title,0.2445042729377746,textual,False
2492,rotten_tomatoes_1,Director,walmart_1,duration,0.244495153427124,textual,False
2493,tmdb_2,_id,walmart_1,duration,0.2443778961896896,textual,False
2494,imdb_2,writers,rotten_tomatoes_1,Cast,0.2443664819002151,textual,False
2495,rotten_tomatoes_2,Rating,walmart_1,directors,0.24432472884655,textual,False
2496,imdb_1,Url,metacritic_4,score,0.2442167401313781,textual,False
2497,metacritic_4,genre,tmdb_1,year,0.2439689636230468,textual,False
2498,imdb_1,ContentRating,metacritic_3,countries,0.2439678311347961,textual,False
2499,amazon_1,time,tmdb_2,subtext,0.2439638376235962,textual,False
2500,imdb_3,Director,rotten_tomatoes_2,Rating,0.2439020872116089,textual,False
2501,rotten_tomatoes_3,audience_rating,rotten_tomatoes_4,audience,0.2438972294330597,textual,True
2502,rotten_tomatoes_3,time,tmdb_3,year,0.2438284754753112,textual,False
2503,rotten_tomatoes_2,Cast,tmdb_2,director,0.243822693824768,textual,False
2504,metacritic_3,starring,tmdb_3,runtime,0.2437339425086975,textual,False
2505,tmdb_1,title,tmdb_3,id,0.2436674982309341,textual,False
2506,metacritic_3,score,tmdb_3,actors,0.243617981672287,textual,False
2507,rotten_tomatoes_3,review2,tmdb_3,writers,0.2435539662837982,textual,False
2508,imdb_4,movie_rating,walmart_1,stars,0.2434998154640197,textual,False
2509,rotten_tomatoes_2,ContentRating,tmdb_3,writers,0.2434736490249633,textual,False
2510,imdb_4,genre,rotten_tomatoes_4,director,0.243467316031456,textual,False
2511,tmdb_2,subtext,tmdb_4,movie,0.2434110194444656,textual,False
2512,rotten_tomatoes_1,Year,rotten_tomatoes_3,title,0.2433940470218658,textual,False
2513,rotten_tomatoes_3,review1,rotten_tomatoes_4,director,0.2433494329452514,textual,False
2514,amazon_1,star,rotten_tomatoes_4,name,0.2432612776756286,textual,False
2515,imdb_4,year,rotten_tomatoes_1,Release Date,0.2431356757879257,textual,False
2516,rotten_tomatoes_2,ContentRating,rotten_tomatoes_3,review2,0.2431183755397796,textual,False
2517,metacritic_4,director,rotten_tomatoes_4,audience,0.2431148141622543,textual,False
2518,rotten_tomatoes_2,Cast,rotten_tomatoes_3,rotten_tomatoes,0.2430583238601684,textual,False
2519,roger_ebert_1,critic_rating,rotten_tomatoes_4,certificate,0.2430421411991119,textual,False
2520,metacritic_3,score,rotten_tomatoes_1,Filming Locations,0.2430045157670974,textual,False
2521,rotten_tomatoes_1,Name,rotten_tomatoes_3,star4,0.2429789453744888,textual,False
2522,tmdb_2,subtext,tmdb_3,language,0.2429000586271286,textual,False
2523,tmdb_1,actor(s),tmdb_3,revenue,0.2428483366966247,textual,False
2524,imdb_1,Url,rotten_tomatoes_1,Description,0.2428313344717025,textual,False
2525,imdb_3,Genre,tmdb_4,genres,0.2427204549312591,textual,True
2526,imdb_3,Genre,metacritic_3,languages,0.2427151501178741,textual,False
2527,imdb_4,movie_name,metacritic_3,genres,0.2425883412361145,textual,False
2528,imdb_4,movie_name,tmdb_2,director,0.2425673454999923,textual,False
2529,rotten_tomatoes_4,name,tmdb_3,directors,0.2425525784492492,textual,False
2530,rotten_tomatoes_1,Year,tmdb_2,name,0.2425188273191452,textual,False
2531,metacritic_1,Director,roger_ebert_1,duration,0.2424070537090301,textual,False
2532,imdb_1,Description,metacritic_1,Actors,0.242353469133377,textual,False
2533,rotten_tomatoes_2,Genre,tmdb_3,writers,0.2423345744609832,textual,False
2534,rotten_tomatoes_1,Cast,tmdb_1,writer(s),0.242314875125885,textual,False
2535,roger_ebert_1,pg_rating,tmdb_3,genres,0.2422818392515182,textual,False
2536,metacritic_2,title,metacritic_3,production company,0.2422765791416168,textual,False
2537,rotten_tomatoes_1,Director,tmdb_3,runtime,0.242253690958023,textual,False
2538,metacritic_3,director,walmart_1,release_date,0.2421404868364334,textual,False
2539,metacritic_3,director,rotten_tomatoes_1,Filming Locations,0.2420882582664489,textual,False
2540,amazon_1,cost,rotten_tomatoes_4,star,0.2420705258846283,textual,False
2541,rotten_tomatoes_3,star5,rotten_tomatoes_4,star,0.2420516312122345,textual,True
2542,roger_ebert_1,pg_rating,tmdb_3,directors,0.2419444918632507,textual,False
2543,rotten_tomatoes_1,Name,tmdb_3,genres,0.241938829421997,textual,False
2544,metacritic_3,starring,rotten_tomatoes_4,director,0.2418332546949386,textual,False
2545,imdb_3,ContentRating,walmart_1,directors,0.2415564358234405,textual,False
2546,imdb_1,Cast,rotten_tomatoes_3,star2,0.2415516674518585,textual,True
2547,amazon_1,star,roger_ebert_1,pg_rating,0.2415016889572143,textual,False
2548,rotten_tomatoes_2,Summary,tmdb_1,actor(s),0.2414605319499969,textual,False
2549,imdb_3,Duration,rotten_tomatoes_3,time,0.2414535582065582,textual,True
2550,rotten_tomatoes_1,Genre,tmdb_1,actor(s),0.2414457201957702,textual,False
2551,imdb_2,name,roger_ebert_1,directors,0.2413635849952697,textual,False
2552,rotten_tomatoes_1,Cast,rotten_tomatoes_3,review4,0.2413200736045837,textual,False
2553,rotten_tomatoes_2,ContentRating,walmart_1,directors,0.2412543445825576,textual,False
2554,metacritic_1,ID,rotten_tomatoes_1,Creator,0.2412469089031219,textual,False
2555,rotten_tomatoes_2,ContentRating,walmart_1,genre,0.2412282526493072,textual,False
2556,rotten_tomatoes_1,Creator,tmdb_3,actors,0.2411774843931198,textual,False
2557,amazon_1,cost,tmdb_2,subtext,0.2409991770982742,textual,False
2558,amazon_1,cost,imdb_2,writers,0.2409803420305252,textual,False
2559,imdb_1,Genre,metacritic_3,production company,0.2409437298774719,textual,False
2560,imdb_1,Name,rotten_tomatoes_1,Cast,0.2409371882677078,textual,False
2561,imdb_3,ID,metacritic_2,_id,0.2408675104379654,textual,True
2562,tmdb_2,year,tmdb_4,genres,0.240856796503067,textual,False
2563,imdb_2,writers,imdb_3,Summary,0.2407624572515487,textual,False
2564,imdb_2,ID,tmdb_1,writer(s),0.2407078444957733,textual,False
2565,imdb_3,Rating,metacritic_3,_id,0.2406660467386245,numerical,False
2566,rotten_tomatoes_2,Genre,walmart_1,release_date,0.2404859364032745,textual,False
2567,metacritic_3,score,tmdb_4,_id,0.2402981668710708,numerical,False
2568,rotten_tomatoes_1,ReviewCount,tmdb_3,budget,0.2402171343564987,textual,False
2569,rotten_tomatoes_3,review5,tmdb_2,genres,0.2401896566152572,textual,False
2570,roger_ebert_1,pg_rating,tmdb_3,actors,0.2401797771453857,textual,False
2571,imdb_4,directors,walmart_1,stars,0.2401485741138458,textual,False
2572,imdb_4,duration,tmdb_3,language,0.2401474118232727,textual,False
2573,rotten_tomatoes_2,Summary,tmdb_2,director,0.2401184737682342,textual,False
2574,rotten_tomatoes_1,Duration,rotten_tomatoes_4,certificate,0.240105926990509,textual,False
2575,metacritic_4,score,tmdb_2,stars,0.2401010990142822,textual,False
2576,metacritic_4,score,roger_ebert_1,genre,0.2400235533714294,textual,False
2577,imdb_1,Id,walmart_1,duration,0.2399818450212478,textual,False
2578,imdb_2,actors,imdb_4,duration,0.2399724274873733,textual,False
2579,amazon_1,star,metacritic_3,title,0.2399622797966003,textual,False
2580,metacritic_3,production company,tmdb_1,writer(s),0.239949345588684,textual,False
2581,metacritic_3,writers,tmdb_4,movie,0.2398686110973358,textual,False
2582,imdb_2,actors,imdb_4,actors,0.2398603111505508,textual,True
2583,metacritic_4,duration,rotten_tomatoes_1,Actors,0.2397762984037399,textual,False
2584,imdb_4,actors,metacritic_2,summary,0.2397708594799041,textual,False
2585,metacritic_1,Runtime,rotten_tomatoes_3,time,0.2397584915161132,textual,True
2586,rotten_tomatoes_2,Year,tmdb_2,year,0.2397575229406356,textual,True
2587,imdb_4,year,rotten_tomatoes_3,time,0.2397560030221939,textual,False
2588,imdb_3,Summary,roger_ebert_1,genre,0.2397550046443939,textual,False
2589,imdb_4,year,tmdb_1,year,0.2396573275327682,numerical,True
2590,metacritic_1,Actors,rotten_tomatoes_3,review4,0.2396243810653686,textual,False
2591,imdb_3,Genre,rotten_tomatoes_1,Language,0.2395137250423431,textual,False
2592,roger_ebert_1,actors,rotten_tomatoes_1,Language,0.2394041121006012,textual,False
2593,metacritic_3,release year,tmdb_1,title,0.2393904030323028,textual,False
2594,metacritic_4,score,tmdb_2,subtext,0.2393682599067688,textual,False
2595,imdb_1,YearRange,tmdb_4,genres,0.2393329888582229,textual,False
2596,rotten_tomatoes_4,runtime,tmdb_2,genres,0.2392044067382812,textual,False
2597,amazon_1,time,imdb_3,Rating,0.2391988486051559,textual,False
2598,metacritic_4,date_released,rotten_tomatoes_2,Duration,0.2391668856143951,textual,False
2599,imdb_4,duration,metacritic_4,director,0.2390818446874618,textual,False
2600,metacritic_3,writers,roger_ebert_1,duration,0.239070862531662,textual,False
2601,metacritic_1,Director,walmart_1,name,0.2390623986721038,textual,False
2602,metacritic_4,duration,walmart_1,duration,0.2389960438013076,textual,True
2603,rotten_tomatoes_3,star4,tmdb_4,stars,0.238938957452774,textual,True
2604,imdb_1,ReleaseDate,tmdb_3,year,0.2388303875923156,textual,False
2605,metacritic_1,Genre,metacritic_2,summary,0.238786518573761,textual,False
2606,roger_ebert_1,genre,rotten_tomatoes_2,Director,0.2387266159057617,textual,False
2607,metacritic_3,genres,walmart_1,directors,0.2387238293886184,textual,False
2608,imdb_1,Genre,metacritic_1,Director,0.2387197017669677,textual,False
2609,rotten_tomatoes_2,Duration,tmdb_4,movie,0.2386857718229293,textual,False
2610,metacritic_4,genre,rotten_tomatoes_4,year,0.2385749518871307,textual,False
2611,metacritic_3,countries,roger_ebert_1,genre,0.2384871244430542,textual,False
2612,amazon_1,star,tmdb_1,director(s),0.2383934110403061,textual,False
2613,imdb_1,ContentRating,metacritic_4,genre,0.2383498400449752,textual,False
2614,imdb_3,Rating,rotten_tomatoes_1,RatingValue,0.2381989806890487,numerical,True
2615,metacritic_3,starring,metacritic_4,director,0.2381434291601181,textual,False
2616,imdb_1,Genre,tmdb_3,actors,0.2381237298250198,textual,False
2617,metacritic_3,id,metacritic_4,genre,0.2381084859371185,textual,False
2618,roger_ebert_1,critic_rating,walmart_1,name,0.2380556017160415,textual,False
2619,rotten_tomatoes_1,Release Date,tmdb_4,year,0.2380511164665222,textual,False
2620,imdb_4,duration,rotten_tomatoes_3,review5,0.2379647046327591,textual,False
2621,imdb_3,Summary,rotten_tomatoes_1,Description,0.237886294722557,textual,True
2622,rotten_tomatoes_3,star2,tmdb_1,director(s),0.2377629876136779,textual,False
2623,imdb_3,Title,rotten_tomatoes_2,Rating,0.2377437055110931,textual,False
2624,imdb_3,Summary,rotten_tomatoes_1,Genre,0.2376989275217056,textual,False
2625,imdb_3,Cast,rotten_tomatoes_1,Description,0.2376361787319183,textual,False
2626,metacritic_1,Metascore,metacritic_3,countries,0.2375283390283584,textual,False
2627,rotten_tomatoes_1,Release Date,tmdb_3,title,0.2375152260065078,textual,False
2628,roger_ebert_1,duration,walmart_1,directors,0.2374536842107772,textual,False
2629,metacritic_3,starring,rotten_tomatoes_3,rotten_tomatoes,0.2374446094036102,textual,False
2630,imdb_1,RatingValue,imdb_3,Duration,0.2374382466077804,textual,False
2631,imdb_1,Director,imdb_3,Creators,0.2373661249876022,textual,False
2632,rotten_tomatoes_4,tomatoter,tmdb_3,_id,0.2373576462268829,textual,False
2633,metacritic_3,rating,tmdb_3,_id,0.2373183816671371,textual,False
2634,metacritic_2,movie_rating,tmdb_3,revenue,0.2372170984745025,numerical,False
2635,metacritic_3,writers,rotten_tomatoes_2,Duration,0.237211599946022,textual,False
2636,imdb_4,duration,tmdb_3,actors,0.2371210157871246,textual,False
2637,imdb_1,RatingValue,rotten_tomatoes_2,Cast,0.2370539009571075,textual,False
2638,metacritic_3,score,tmdb_2,stars,0.2369641363620758,textual,False
2639,amazon_1,year,rotten_tomatoes_3,star4,0.2369367182254791,textual,False
2640,metacritic_4,score,rotten_tomatoes_1,Filming Locations,0.2368713468313217,textual,False
2641,imdb_2,actors,rotten_tomatoes_3,star4,0.2368438243865966,textual,True
2642,imdb_1,Duration,imdb_3,Genre,0.2368399649858474,textual,False
2643,metacritic_2,_id,tmdb_1,year,0.2368380427360534,numerical,False
2644,metacritic_2,summary,tmdb_4,directors,0.2366596311330795,textual,False
2645,metacritic_3,id,metacritic_4,name,0.2366497218608856,textual,False
2646,metacritic_3,score,rotten_tomatoes_2,Summary,0.2365548312664032,textual,False
2647,imdb_3,Summary,walmart_1,release_date,0.2365231215953827,textual,False
2648,imdb_3,Year,metacritic_1,Year,0.2364572435617447,textual,False
2649,imdb_3,Duration,metacritic_4,date_released,0.2364143878221511,textual,False
2650,imdb_1,Url,rotten_tomatoes_1,ReviewCount,0.2363929003477096,textual,False
2651,metacritic_3,score,rotten_tomatoes_3,review5,0.2363104820251464,textual,False
2652,imdb_1,ContentRating,tmdb_3,actors,0.2361985594034195,textual,False
2653,roger_ebert_1,duration,rotten_tomatoes_3,review5,0.2361942380666732,textual,False
2654,metacritic_3,id,rotten_tomatoes_4,audience,0.2361728996038437,textual,False
2655,rotten_tomatoes_2,Cast,rotten_tomatoes_3,star2,0.236155480146408,textual,True
2656,amazon_1,year,metacritic_1,Genre,0.2360802739858627,textual,False
2657,imdb_1,Description,imdb_3,Summary,0.2359907031059265,textual,True
2658,imdb_3,ContentRating,rotten_tomatoes_4,director,0.2359558194875717,textual,False
2659,imdb_1,Genre,tmdb_4,movie,0.2358424961566925,textual,False
2660,tmdb_3,genres,walmart_1,name,0.2358219474554062,textual,False
2661,metacritic_3,writers,rotten_tomatoes_4,certificate,0.2357360571622848,textual,False
2662,amazon_1,time,metacritic_4,genre,0.2356380075216293,textual,False
2663,imdb_1,Director,walmart_1,_id,0.2355965971946716,textual,False
2664,roger_ebert_1,genre,rotten_tomatoes_4,certificate,0.2355689257383346,textual,False
2665,amazon_1,title,tmdb_3,genres,0.2355458587408065,textual,False
2666,imdb_2,writers,tmdb_3,revenue,0.2355455756187439,textual,False
2667,imdb_1,Genre,rotten_tomatoes_2,Duration,0.2354809343814849,textual,False
2668,metacritic_3,runtime,rotten_tomatoes_4,certificate,0.2353721708059311,textual,False
2669,imdb_1,Director,tmdb_3,writers,0.2352933883666992,textual,False
2670,rotten_tomatoes_3,star1,tmdb_4,movie,0.2352511137723922,textual,False
2671,imdb_1,ContentRating,imdb_4,duration,0.2352501302957534,textual,False
2672,imdb_3,ContentRating,metacritic_3,writers,0.2351964712142944,textual,False
2673,imdb_3,Summary,rotten_tomatoes_2,Genre,0.2351712882518768,textual,False
2674,imdb_3,Director,metacritic_3,genres,0.2351496219635009,textual,False
2675,imdb_1,Description,metacritic_3,production company,0.2350906282663345,textual,False
2676,rotten_tomatoes_4,star,tmdb_4,stars,0.2349100708961486,textual,True
2677,rotten_tomatoes_1,RatingValue,tmdb_3,revenue,0.2348449975252151,numerical,False
2678,amazon_1,star,imdb_3,ContentRating,0.2347254753112793,textual,False
2679,rotten_tomatoes_1,Language,tmdb_4,genres,0.2346372008323669,textual,False
2680,rotten_tomatoes_1,Actors,tmdb_4,movie,0.2346192449331283,textual,False
2681,metacritic_3,writers,rotten_tomatoes_2,ContentRating,0.2345965802669525,textual,False
2682,rotten_tomatoes_1,RatingValue,rotten_tomatoes_2,Rating,0.2345361858606338,textual,True
2683,metacritic_3,countries,tmdb_4,year,0.2345349490642547,textual,False
2684,imdb_3,Duration,rotten_tomatoes_2,Year,0.2345103323459625,textual,False
2685,imdb_4,actors,metacritic_4,director,0.2345014065504074,textual,False
2686,tmdb_2,genres,tmdb_3,budget,0.2344683557748794,textual,False
2687,metacritic_1,Actors,rotten_tomatoes_1,Description,0.2344619482755661,textual,False
2688,imdb_4,duration,tmdb_3,runtime,0.2343852072954177,textual,True
2689,imdb_3,Director,metacritic_3,starring,0.2343419790267944,textual,False
2690,imdb_1,Genre,imdb_3,ContentRating,0.2343348860740661,textual,False
2691,imdb_3,Genre,rotten_tomatoes_4,writer,0.2343312352895736,textual,False
2692,metacritic_4,genre,rotten_tomatoes_1,Genre,0.2342578023672104,textual,True
2693,rotten_tomatoes_1,Cast,rotten_tomatoes_3,review3,0.2342446595430374,textual,False
2694,metacritic_3,starring,rotten_tomatoes_4,movie_ind,0.2342438250780105,textual,False
2695,imdb_1,YearRange,metacritic_4,genre,0.2341753989458084,textual,False
2696,imdb_3,Genre,metacritic_3,countries,0.2340894490480423,textual,False
2697,rotten_tomatoes_3,review1,tmdb_1,actor(s),0.234016939997673,textual,False
2698,imdb_4,genre,rotten_tomatoes_2,Summary,0.2337592095136642,textual,False
2699,imdb_1,Name,metacritic_4,genre,0.2337447553873062,textual,False
2700,metacritic_3,director,rotten_tomatoes_3,star5,0.2337094396352768,textual,False
2701,tmdb_4,year,walmart_1,release_date,0.2337091714143753,textual,False
2702,rotten_tomatoes_1,Name,rotten_tomatoes_3,star6,0.2337070256471634,textual,False
2703,metacritic_1,User Rating,metacritic_3,starring,0.2336635142564773,textual,False
2704,imdb_1,Url,metacritic_4,date_released,0.233566552400589,textual,False
2705,metacritic_1,Director,rotten_tomatoes_1,Genre,0.2335220575332641,textual,False
2706,metacritic_2,title,metacritic_3,writers,0.2335170060396194,textual,False
2707,amazon_1,director,tmdb_3,language,0.2333468645811081,textual,False
2708,imdb_3,Creators,rotten_tomatoes_1,Director,0.2333118766546249,textual,False
2709,tmdb_2,subtext,tmdb_3,title,0.2332668304443359,textual,False
2710,imdb_3,Creators,rotten_tomatoes_1,Name,0.2332150936126709,textual,False
2711,tmdb_1,writer(s),tmdb_3,directors,0.233128935098648,textual,False
2712,imdb_4,actors,metacritic_3,genres,0.2331268787384033,textual,False
2713,rotten_tomatoes_1,Actors,tmdb_1,writer(s),0.233024388551712,textual,False
2714,metacritic_2,title,roger_ebert_1,directors,0.2330213487148285,textual,False
2715,amazon_1,time,imdb_1,YearRange,0.2330153435468673,textual,False
2716,rotten_tomatoes_3,id,tmdb_1,ID,0.2329563200473785,numerical,True
2717,roger_ebert_1,critic_rating,rotten_tomatoes_3,star6,0.2329470515251159,textual,False
2718,metacritic_1,ID,walmart_1,duration,0.2328343987464904,textual,False
2719,amazon_1,cost,tmdb_4,stars,0.2328207790851593,textual,False
2720,rotten_tomatoes_3,review1,tmdb_1,title,0.2328020334243774,textual,False
2721,imdb_3,Cast,roger_ebert_1,directors,0.2327813357114792,textual,False
2722,metacritic_3,countries,metacritic_4,duration,0.2327435463666916,textual,False
2723,amazon_1,star,rotten_tomatoes_2,Title,0.2327171564102172,textual,False
2724,roger_ebert_1,year,tmdb_3,_id,0.2326922714710235,numerical,False
2725,metacritic_3,runtime,rotten_tomatoes_3,rotten_tomatoes,0.2326831370592117,textual,False
2726,imdb_1,Duration,rotten_tomatoes_2,Creators,0.2326663583517074,textual,False
2727,imdb_1,Creator,rotten_tomatoes_2,Director,0.2326496243476867,textual,False
2728,imdb_1,Name,rotten_tomatoes_3,star3,0.2326234281063079,textual,False
2729,tmdb_1,year,walmart_1,duration,0.2324609607458114,textual,False
2730,metacritic_3,production company,metacritic_4,score,0.2323897927999496,textual,False
2731,imdb_2,writers,rotten_tomatoes_4,certificate,0.2323030829429626,textual,False
2732,metacritic_3,languages,walmart_1,release_date,0.2322965860366821,textual,False
2733,imdb_1,RatingValue,roger_ebert_1,genre,0.2322270721197128,textual,False
2734,imdb_1,YearRange,tmdb_1,year,0.2322032153606414,textual,True
2735,rotten_tomatoes_2,Summary,walmart_1,directors,0.2321855276823043,textual,False
2736,metacritic_1,Director,tmdb_3,revenue,0.2321543544530868,textual,False
2737,imdb_3,Summary,walmart_1,directors,0.2321366667747497,textual,False
2738,imdb_4,duration,rotten_tomatoes_3,audience_rating,0.2320906370878219,textual,False
2739,rotten_tomatoes_4,certificate,walmart_1,directors,0.2319108247756958,textual,False
2740,rotten_tomatoes_1,Actors,rotten_tomatoes_4,writer,0.2318837791681289,textual,False
2741,rotten_tomatoes_1,Genre,tmdb_4,genres,0.2318702340126037,textual,True
2742,imdb_4,duration,metacritic_4,_id,0.2318466752767563,textual,False
2743,amazon_1,year,rotten_tomatoes_4,runtime,0.2317728698253631,textual,False
2744,amazon_1,director,metacritic_3,starring,0.2317365705966949,textual,False
2745,metacritic_4,score,rotten_tomatoes_4,certificate,0.2317061573266983,textual,False
2746,imdb_4,movie_name,metacritic_2,summary,0.2316528260707855,textual,False
2747,imdb_4,duration,rotten_tomatoes_3,review3,0.2316237986087799,textual,False
2748,imdb_2,actors,rotten_tomatoes_3,star5,0.2314857542514801,textual,True
2749,metacritic_2,movie_rating,tmdb_2,name,0.2314799278974533,textual,False
2750,roger_ebert_1,pg_rating,tmdb_2,genres,0.2313792258501052,textual,False
2751,tmdb_2,director,tmdb_3,revenue,0.2313685715198516,textual,False
2752,rotten_tomatoes_1,Year,rotten_tomatoes_3,rotten_tomatoes,0.231308177113533,numerical,False
2753,rotten_tomatoes_1,Language,tmdb_3,runtime,0.2312587648630142,textual,False
2754,imdb_3,ContentRating,rotten_tomatoes_3,review2,0.2312463223934173,textual,False
2755,rotten_tomatoes_2,Duration,tmdb_3,language,0.2312024086713791,textual,False
2756,imdb_1,Url,metacritic_1,Director,0.2311912924051284,textual,False
2757,imdb_1,Genre,metacritic_4,score,0.231186106801033,textual,False
2758,rotten_tomatoes_4,year,tmdb_3,revenue,0.2311332821846008,numerical,False
2759,imdb_1,Name,rotten_tomatoes_3,star2,0.2310203164815902,textual,False
2760,rotten_tomatoes_4,movie_ind,tmdb_3,_id,0.231016457080841,numerical,True
2761,imdb_3,Duration,tmdb_3,language,0.2309834510087967,textual,False
2762,rotten_tomatoes_2,Director,tmdb_3,language,0.2309072464704513,textual,False
2763,roger_ebert_1,critic_rating,walmart_1,release_date,0.2308790981769561,textual,False
2764,amazon_1,cost,imdb_3,ContentRating,0.2308751940727234,textual,False
2765,rotten_tomatoes_2,Rating,rotten_tomatoes_3,star1,0.2308677285909652,textual,False
2766,metacritic_4,duration,tmdb_4,year,0.2308105826377868,textual,False
2767,amazon_1,year,tmdb_1,actor(s),0.23077492415905,textual,False
2768,imdb_2,director,imdb_3,Creators,0.230681374669075,textual,False
2769,metacritic_2,summary,tmdb_4,runtime,0.2306790351867675,textual,False
2770,imdb_4,duration,rotten_tomatoes_3,rotten_tomatoes,0.2304929345846176,textual,False
2771,metacritic_2,summary,metacritic_3,title,0.2304384410381317,textual,False
2772,metacritic_4,duration,walmart_1,release_date,0.2304346710443496,textual,False
2773,rotten_tomatoes_1,Release Date,rotten_tomatoes_4,year,0.2304157614707946,textual,False
2774,metacritic_3,rating,rotten_tomatoes_1,Release Date,0.2303438037633896,textual,False
2775,rotten_tomatoes_4,name,tmdb_3,year,0.2303340137004852,textual,False
2776,imdb_2,director,tmdb_3,runtime,0.2303078770637512,textual,False
2777,imdb_3,Title,rotten_tomatoes_2,Cast,0.2302284240722656,textual,False
2778,imdb_1,RatingValue,rotten_tomatoes_2,Year,0.230217158794403,mixed,False
2779,imdb_1,Creator,rotten_tomatoes_4,audience,0.2301879078149795,textual,False
2780,amazon_1,star,tmdb_4,movie,0.2301408350467682,textual,False
2781,imdb_4,genre,metacritic_3,writers,0.2299999743700027,textual,False
2782,rotten_tomatoes_2,ContentRating,tmdb_2,duration,0.229902297258377,textual,False
2783,metacritic_3,countries,rotten_tomatoes_1,Duration,0.2298607677221298,textual,False
2784,rotten_tomatoes_2,Director,rotten_tomatoes_3,star2,0.229840949177742,textual,False
2785,rotten_tomatoes_4,star,tmdb_3,year,0.2297935932874679,textual,False
2786,imdb_4,directors,tmdb_4,movie,0.2297261953353881,textual,False
2787,metacritic_3,writers,rotten_tomatoes_3,review5,0.2296656370162964,textual,False
2788,metacritic_3,genres,rotten_tomatoes_2,Summary,0.2296565771102905,textual,False
2789,rotten_tomatoes_1,Description,walmart_1,directors,0.2296425402164459,textual,False
2790,metacritic_3,languages,rotten_tomatoes_3,review1,0.2296313941478729,textual,False
2791,amazon_1,year,imdb_2,year,0.2296115607023239,numerical,True
2792,amazon_1,cost,walmart_1,duration,0.2295708507299423,textual,False
2793,tmdb_2,director,tmdb_3,actors,0.2295549809932708,textual,False
2794,imdb_1,Description,walmart_1,directors,0.2294968217611313,textual,False
2795,imdb_3,ContentRating,tmdb_3,actors,0.2294294685125351,textual,False
2796,amazon_1,time,rotten_tomatoes_2,Rating,0.2293782085180282,textual,False
2797,imdb_4,directors,metacritic_1,Actors,0.2293564528226852,textual,False
2798,rotten_tomatoes_1,Description,tmdb_1,writer(s),0.2292476296424865,textual,False
2799,imdb_3,Duration,walmart_1,directors,0.2292299270629882,textual,False
2800,imdb_1,Director,roger_ebert_1,actors,0.2292065173387527,textual,False
2801,imdb_3,Cast,metacritic_4,director,0.2292031794786453,textual,False
2802,rotten_tomatoes_2,Genre,tmdb_2,stars,0.2291552126407623,textual,False
2803,imdb_2,actors,rotten_tomatoes_3,star3,0.2290409654378891,textual,True
2804,metacritic_3,production company,rotten_tomatoes_3,review4,0.2290206551551818,textual,False
